Source,Updated,Provider,Organization_Name,Location_Address,Location_Directions,Longitude,Latitude,Email,Phone,Website,Location_Services
REAP Atlas,2022,Farm/Producer,Geneva Lakes Produce LLC,1223 Clausen Rd Burlington WI 53105,"https://www.google.com/maps/dir//42.66086,-88.3741",-88.3741,42.66086,info@genevalakesproduce.com,(262) 206-1271,http://genevalakesproduce.com,"We are a Family Owned and Operated Produce Farm growing a wide variety of crops. We offer a fill your own box CSA program, sell at many local Farmers Markets, our local Farm Stand and we sell to local Grocery Stores and Restaurants. Consider a CSA Membership for the upcoming season."
REAP Atlas,2022,Business/Organization,Michael Fields Agricultural Institute,N8030 Townline Rd East Troy WI 53120,"https://www.google.com/maps/dir//42.78336,-88.4245",-88.4245,42.78336,pbrown@michaelfields.org,(262) 642-3303,https://www.michaelfields.org,"MFAI is a non-profit organization in SE WI, which helps rural and urban farms and agricultural communities in Wisconsin and the Upper Midwest be healthy environmentally, economically, and socially, through research, education, advocacy, and community engagement. Check out the new 2021 Ecological Farming and; Living Workshops at www.michaelfields.org."
REAP Atlas,2022,Farmers' Market,Whitewater City Market,301 W. Whitewater St Whitewater WI 53190,"https://www.google.com/maps/dir//42.8319,-88.7331",-88.7331,42.8319,whitewatercitymarket@gmail.com,(262) 473-2200,http://DowntownWhitewater.com,"Whitewater City Market, established in 2015, brings area farmers, artisans, food carts, and the community together at beautiful Cravath Lakefront Park to create not only a unique shopping experience but a celebration of what is local. Hosted by Downtown Whitewater, this vibrant market includes free music, kids activities, and over 50 vendors. Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Farmers' Market,Whitewater City Market (Indoors),431 W. Center St Whitewater WI 53190,"https://www.google.com/maps/dir//42.83295,-88.7361",-88.7361,42.83295,whitewatercitymarket@gmail.com,(262) 473-2200,http://DowntownWhitewater.com,"Whitewater City Market, established in 2015, brings area farmers, artisans, food carts, and the community together to create not only a unique shopping experience but a celebration of what is local. Hosted by Downtown Whitewater, the indoor Market season runs from 10 am to Noon on Saturdays inside the Whitewater Public Library 431 W Center Street, Whitewater from January to April. Accepts WIC|Accepts Senior FMNP|Indoor"
REAP Atlas,2022,Farmers' Market,Whitewater Farmers Market,301 W. Whitewater St Whitewater WI 53190,"https://www.google.com/maps/dir//42.83173,-88.7336",-88.7336,42.83173,whitewaterfarmersmarket@gmail.com,(262) 949-4508,https://downtownwhitewater.com/,"Started in 1991 by local farmers and artisans to market their products to the Whitewater Community. This our 30th year is our second year at our new location. Now close to the Cravath Lakefront Park, we are at the historic Train Depot parking lot across from the city municipal building. A producer only market that brings local seasonal garden fruits and vegetables, baked goods, preserves, meat, eggs, plants and crafts. Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Farm/Producer,Copper Kettle Farm - Gourmet Garlic,5576 County Rd Q Colgate WI 53017,"https://www.google.com/maps/dir//43.19317,-88.3158",-88.3158,43.19317,copperkfarm@gmail.com,(262) 538-1189,http://www.copperkfarm.com,Specializing in high quality garlic grown using organic sustainable farm methods. Whether you are looking for a couple of bulbs for eating or a quantity for growing/seed we are here for you. Our fresh garlic market season begins in late August of each year.
REAP Atlas,2022,Farmers' Market,Delafield Farmers' Market,417 Main St Delafield WI 53018,"https://www.google.com/maps/dir//43.06165,-88.4079",-88.4079,43.06165,info@delafieldfarmersmarket.com,(262) 409-5276,http://delafieldfarmersmarket.com,"The Delafield Farmers Market offers ""a little of everything"" in a pleasant atmosphere. Our market features vendors selling produce, honey, microgreens, mushrooms, and maple syrup. Please note that our location may change due to construction, so check our website for more up to date information. Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Farm/Producer,Mallory Meadows,W367S9594 South Rd Eagle WI 53119,"https://www.google.com/maps/dir//42.87128,-88.4777",-88.4777,42.87128,mallorymeadowseagle@gmail.com,(608) 770-0301,https://Herbamoreherbs.com,"Mallory Meadows is a small family, veteran owned farm working lands that have been farmed on since 1845. Our planting and harvesting is all done by hand without chemicals. Our honeybees help our crops thrive. Our livestock of goats, chickens, geese and turkeys are provided good forage and happiness as they roam several acres. Lettuce and honey CSAs are available, with pick ups at the Eagle Farmers˜ Market, Waukesha Farmers Market and additional markets in Walworth and Milwaukee counties."
REAP Atlas,2022,Farm/Producer,Flyte Family Farms LLC,W13450 Cottonville Ave Coloma WI 54930,"https://www.google.com/maps/dir//44.05246,-89.5483",-89.5483,44.05246,flyte@uniontel.net,(715) 228-2304,http://flytefamilyfarm.com,"From modest beginnings to a full scale operation, we are here to provide you with products from our farm filled with homegrown taste, homegrown quality, and homegrown pride. U-pick strawberries and organic blueberries and raspberries start our season along with fresh hydroponic tomatoes and cucumbers straight from the greenhouse. Our delicious sweet corn, melons, and squash and more will keep you coming back to one of our 15 farm stands in Central WI."
REAP Atlas,2022,Business/Organization,Artisan Grain Collaborative,"2440 N. Lakeview Ave, #15A Chicago IL 60614","https://www.google.com/maps/dir//41.9267,-87.639",-87.639,41.9267,ebyrne@graincollaborative.com,(608) 712-8340,https://graincollaborative.com/,"AGC is a network of farmers, millers, maltsters, bakers, chefs, food manufacturers, brewers, distillers, researchers, and advocates working together to promote a regenerative grainshed in the Midwest. We offer info about grains through our website's Learn page, describe key projects in an Our Work page, show our members in a map on the Our Network page, and offer a blog, Notes from the Grainshed."
REAP Atlas,2022,Restaurant/Bakery,Cafe Costa Rica,1219 North Sherman Ave Madison WI 53704,"https://www.google.com/maps/dir//43.07492,-89.3981",-89.3981,43.07492,mangomancooks@gmail.com,(608) 308-7430,https://mango-man-cooks.square.site/,"I love creating delicious food so you have fun with it.
Mango Man cooks so you don't have to!
Mango Man is BACK!Check location description for details on where to find us."
REAP Atlas,2022,Farm/Producer,Cesar's Cheese,E5904 Mill Rd Plain WI 53925,"https://www.google.com/maps/dir//43.28145,-90.024",-90.024,43.28145,hbarrad96@aol.com,(414) 520-5266,Information unavailable,"Cesars Cheese began their local cheese company in 2008 by introducing their hand-made, traditional Queso Oaxaca, a cheese similar to mozzarella. Cesar and Heydi Luis were happy to find that customers at area farmers markets were wowed by the flavor and have now begun to produce more varieties. Cesar's oaxaca has won a Blue Ribbon Best of Class award at the American Cheese Society Competition, and Second Place at the 2010 World Championship Cheese Contest. Don't forget to also check out Cesar's handcrafted queso fresco, queso quesadilla, mozzarella, and fresh cheddar curds!"
REAP Atlas,2022,Farm/Producer,"Dorothy's Range, LLC",W8707 Sawmill Rd Blanchardville WI 53516,"https://www.google.com/maps/dir//42.79088,-89.7908",-89.7908,42.79088,aprils.csa.garden@gmail.com,(608) 444-1102,http://www.DorothysGrange.com,"Dorothy's Range raises GOS a rare heritage hog, on the pasture, farrow to finish style. We offer farm stays, barn rentals,pig and prairie tours,and small F2T catering. Visitors must call ahead."
REAP Atlas,2022,Business/Organization,Farley Center,2299 Spring Rose Rd Verona WI 53593,"https://www.google.com/maps/dir//42.98575,-89.6024",-89.6024,42.98575,farm@farleycenter.org,(608) 845-8724,https://farleycenter.org,"The Farley Center is a nonprofit organization dedicated to promoting ecological sustainability, social justice, and peace. It is located outside of Verona on 110 acres of beautiful farm and wooded land. Our collaborative farm program provides land, equipment and assistance to immigrant and aspiring farmers and their businesses. Farmers grow organically and sell at local farmer's markets, restaurants, grocers and CSA. Learn about our Farm Incubator with this short podcast here!"
REAP Atlas,2022,Farm/Producer,Los Jalapenos CSA - Los Abuelos Farley Farm,2299 Spring Rose Rd Verona WI 53593,"https://www.google.com/maps/dir//42.98575,-89.6024",-89.6024,42.98575,jalapenoscsa@gmail.com,,http://farleycenter.org/our-farmers-single/?smid=305,"Juan Gonzales-Torres has been farming in Wisconsin for over a decade, after learning how to farm as a boy in Puebla from his family who have been farming for over 40 years. This family farm has grown and sold vegetables for more than four years, and was one of the first farmers at the Farley Center Collaborative Farm. You can find Los Abuelos Farley Farm at local farmers markets, or sign up for Los JalapeÃ±os CSA and enjoy 20 weeks of seasonal vegetables and Mexican specialty crops!"
REAP Atlas,2022,Retail,Meadowlark Community Mill,3630 Ridgevue Rd Ridgeway WI 53582,"https://www.google.com/maps/dir//42.98888,-90.0115",-90.0115,42.98888,team@meadowlarkmill.com,(608) 574-9321,https://www.meadowlarkmill.com,"Here to serve farmers, culinary professionals, and home bakers, we are excited to share the bounty of the Driftless region by milling high quality stone ground flour using regionally grown organic grains."
REAP Atlas,2022,Farm/Producer,Meadowlark Organics,3630 Ridgevue Rd Ridgeway WI 53582,"https://www.google.com/maps/dir//43.00044,-90.015",-90.015,43.00044,meadowlarkorganics@gmail.com,(608) 636-6795,https://www.meadowlarkorganics.com,"Meadowlark Organics is a diversified farm focused on growing nutritious staple foods like milling grains and dry beans. Were committed to cultivating a regenerative ecosystem, improving the health and resilience of our soils, protecting the safety of our water, and investing in the vitality of our our rural community."
REAP Atlas,2022,Business/Organization,Midwest Organic & Sustainable Education Service,S233 McKay Ave Spring Valley WI 54767,"https://www.google.com/maps/dir//44.84446,-92.2383",-92.2383,44.84446,info@mosesorganic.org,(888) 90-MOSES,https://mosesorganic.org,"MOSES provides training, resources, and practical advice to help farmers grow organically. The annual MOSES Organic Farming Conference is the country's premier organic forum. Free resources include the Organic Broadcaster newspaper, Guidebook for Organic Certification, and Midwest Organic Resource Directory. For farming advice: the Organic Answer Line (888-90-MOSES or mosesorganic.org/ask)."
REAP Atlas,2022,Farm/Producer,Munchkey Apples,175 Drammen Valley Rd Mount Horeb WI 53572,"https://www.google.com/maps/dir//42.86657,-89.8311",-89.8311,42.86657,laura.tisch@munchkeyapples.com,Information unavailable,Information unavailable,"Our apple orchard started in 2011 when we wanted to do work together as a family and provide quality apples for the people around us. Today we have over 8,700 trees with over a dozen varieties. We offer pre-picked and picked your own. Our on farm store has our home raised freezer beef, along with apple pies, cider donuts and apple butter that are made in our apple kitchen. We belong to many fruit growing associations and continue to educate ourselves on the best practices for growing healthy fruit while taking care of the land we live on."
REAP Atlas,2022,Farm/Producer,New Traditions,S3680 Beaver Creek Road Hillsboro WI 54634,"https://www.google.com/maps/dir//43.65834,-90.3487",-90.3487,43.65834,Information unavailable,Information unavailable,Information unavailable,"Established in 2004, 'New Traditions' homestead practices include certified organic agriculture and gardening, draft animal power, haymaking, sustainable grazing and logging, maple syrup production, as well as custom woodworking, hand-forged ironwork, and an educational blacksmith shop."
REAP Atlas,2022,Farmers' Market,South Madison Farmers' Market - Friday,2429 Perry St Madison WI 53713,"https://www.google.com/maps/dir//43.03814,-89.3963",-89.3963,43.03814,rep1313@yahoo.com,(608) 358-5834,http://southmadisonfarmersmarket.com/,Accepts EBT|Accepts WIC|Accepts Senior FMNP|Outdoor
REAP Atlas,2022,Retail,The Quince and Apple Company,"931 E. Main St, Ste 6 Madison WI 53703","https://www.google.com/maps/dir//43.08242,-89.3706",-89.3706,43.08242,orders@qa.email,(608) 301-5433,Information unavailable,"For over ten years, Quince and Apple has been handcrafting award-winning artisan preserves, nuts, simple syrups and pickles in our Wisconsin kitchen with traditional methods and meticulous attention to detail."
REAP Atlas,2022,Restaurant/Bakery,Tortilleria Zepeda,304 S. Oak St Lone Rock WI 53556,"https://www.google.com/maps/dir//43.18232,-90.1984",-90.1984,43.18232,tortilleriazepeda@gmail.com,(608) 520-3026,https://tortilleriazepeda.com/,"Locally Sourced, Authentic Tortillas Our tortillas are made with local, organic and non-GMO Wisconsin corn. We use the pre-hispanic nixtamalixation process to produce the most authentic, nutritious, artisan corn tortilla. We sell our tortillas wholesale to numerous restaurants and retail locations. Please visit our website to find locations where our tortillas are being sold. https://tortilleriazepeda.com"
REAP Atlas,2022,Farm/Producer,Victor's Garden,1006 Flint Rd Stoughton WI 53589,"https://www.google.com/maps/dir//42.91743,-89.3226",-89.3226,42.91743,vortega91367@gmail.com,(608) 333-6845,Information unavailable,"For the past 10 years I have been growing my own crops and selling them. The many crops I grow are Beets, Beans, Broccoli, Cauliflower, Cabbage, Corn, Cucumbers, Eggplants, Garlic, Kale, Lettuce, Onions, Peppers, Tomatoes, Radishes, and much more as well as Mexican herbs. All of my crops are natural. We are not certified organic but we do NOT use any type of chemicals for our crops! I will be more than happy to supply your needs for your restaurant and or your home!"
REAP Atlas,2022,Business/Organization,Wild Bearies,PO BOX 332 Wisconsin Dells WI 53965,"https://www.google.com/maps/dir//43.6266,-89.7775",-89.7775,43.6266,wildbearieset@outlook.com,Information unavailable,https://wildbearies.org/,"Wild Bearies is a community outreach organization that focuses on traditional agriculture, ancestral food systems and education. We work to build a stronger community to support native peoples overcoming alcohol and other drug abuse issues or emotional traumas through the healing power of our foods."
REAP Atlas,2022,Farm/Producer,"Wonka's Harvest, LLC",1671 County Rd K Hollandale WI 53544,"https://www.google.com/maps/dir//42.89365,-89.9342",-89.9342,42.89365,wonkasharvest@gmail.com,Information unavailable,Information unavailable,"Wonka's Harvest is a no-till market vegetable farm that offers a pay-what-you-can CSA within the greater Madison area, provides local produce to restaurants, and is a vendor at the Dane County Farmers' Market. Wonkas Harvest aims to promote and support reimagined food systems and networks that ensure everyone has the right to safe, nutritious, and culturally appropriate foods."
REAP Atlas,2022,Farm/Producer,Yowela Farms,"2625 Oak Lawn Rd, Stoughton, WI 53589","https://www.google.com/maps/dir//42.86067,-89.2125",-89.2125,42.86067,daniel.cornelius@gmail.com,(608) 280-1267,https://www.yowelafarms.com,Yowela Farms (gentle breeze in Oneida) grows heirloom Oneida corn and other specialty crops as part of a regenerative agricultural system that integrates sustainable livestock and agroforestry including maple sugar production. We also hand-harvest wild rice from northern Wisconsin.
AmeriCorps,23-Mar,Farm/Producer,Full Circle Community Farm,"W2407 Hofa Park Rd.
Seymour, WI, 54165","https://www.google.com/maps/dir//44.63083,-88.3596",-88.3596,44.63083,info@fullcircle.farm,906-235-3416,www.fullcircle.farm,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have worked with a few districts in the past through our farmer's co-op. However, the price point when sourcing through the co-op seemed to not work for the schools and planning for the upcoming season with food service coordinators never seemed to work out. We would love to be able to work with and provide fresh, certified organic food for school districts in our area when the opportunity presents itself!"
AmeriCorps,23-Apr,Farm/Producer,Sullivan Family Farm LLC,"7725 County Rd R
Manitowoc, WI 54220","https://www.google.com/maps/dir//44.19221,-87.7114",-87.7114,44.19221,farmer@sullivanfamilyfarm.org,920-629-5658,www.sullivanfamilyfarm.org,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We are working with Seasonal Harvest Co-op in Green Bay and have sourced some of our products to the Green Bay school system through them"
AmeriCorps,23-Apr,Farm/Producer,Fifth Season Cooperative,"1201 N. Main Street, Suite #9
Viroqua, WI, 54665","https://www.google.com/maps/dir//43.57179,-90.8874",-90.8874,43.57179,tatum@fifthseasoncoop.com,608-638-2667,www.fifthseasoncoop.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,Meadowlark Community Farm,"W8130 Van Wormer Road
Wonewoc, WI, 53968","https://www.google.com/maps/dir//43.68017,-90.1723",-90.1723,43.68017,farmers@meadowlarkcommunityfarm.com,608-464-3434,www.meadowlarkcommunityfarm.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Farmer Lauren is an active member of the Juneau County Farm to School Coalition"
AmeriCorps,23-Mar,Farm/Producer,Squashington Farm,"1129 LaFollette Road
Mt Horeb, WI 53572","https://www.google.com/maps/dir//42.9172,-89.7033",-89.7033,42.9172,squashingtonfarm@gmail.com,239-292-0510,www.squashingtonfarm.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We do the Farmer in the Classroom with REAP"
AmeriCorps,23-Mar,Farm/Producer,SLO Farmers cooperative,"W2407 Hofa Park Road
Seymour, WI 54165","https://www.google.com/maps/dir//44.63083,-88.3596",-88.3596,44.63083,heather@slofarmersco-op.com,906-235-3416,slofarmersco-op.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have been involved with some schools and have sold small amounts to them over the last few years. We are extremely interested in providing many more local foods to schools. One hang up we have run into is price points and order minimums. We are a cooperative of farmers in the area and are dedicated to selling our products at a price that is fair for the farmer as well as the customer. This requires communication and compromise from both sides. We also need schools to order at least $100 of product at a time to justify us delivering product to them."
AmeriCorps,23-Mar,Farm/Producer,Winterfell Acres LLC,"W1912 Mortensen Road
Brooklyn, WI 53521","https://www.google.com/maps/dir//42.84479,-89.4593",-89.4593,42.84479,winterfellacres@gmail.com,608-628-7504,www.winterfellacres.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: I currently deliver to Oregon, Belleville and New Glarus school districts and happy to add more."
AmeriCorps,23-Jul,Farm/Producer,Chippewa Valley Produce LLC,"E9321 395th Ave.
Elk Mound, WI, 54739","https://www.google.com/maps/dir//44.82383,-91.6885",-91.6885,44.82383,chipvalleyproduce@gmail.com,715-797-2719,www.cvproduce.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,Lake Orchard Farm Aquaponics,"W839 Lake Orchard Court
Sheboygan, WI 53083","https://www.google.com/maps/dir//43.87525,-87.738",-87.738,43.87525,mary@lakeorchardretreat.com,920-627-3249,www.lakeorchardaquaponics.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Loca"
AmeriCorps,23-Apr,Farm/Producer,A & W Maplecrest,"23631 CTH DD
Richland Center, WI 53581","https://www.google.com/maps/dir//43.43627,-90.3975",-90.3975,43.43627,redneckcornell@yahoo.com,608-383-0188,Information unavailable,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We currently host 4-H clubs and we provide samples for all kids involved."
AmeriCorps,23-Jun,Farm/Producer,Northwoods Orchard & Farm Market,"W7428 State Road 82 W
Mauston WI 53948","https://www.google.com/maps/dir//43.78954,-90.1378",-90.1378,43.78954,northwoodsorchardmauston@gmail.com,608-847-7028,www.northwoodsorchard.net,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have worked with several school in three counties for the Great Apple Crunch and as well as for school lunches. We are hoping for more consistency with the school lunch programs in the future"
AmeriCorps,23-Mar,Farm/Producer,Blue Barrel Produce,"2657 Clay Hollow Road
Cuba City, WI 53807","https://www.google.com/maps/dir//42.64266,-90.5519",-90.5519,42.64266,bluebproduce@gmail.com,608-568-3145,www.facebook.com/bluebarrelproduce,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Apr,Farm/Producer,Highland Spring Farm,"2586 Lalor Road
Oregon, WI 53575","https://www.google.com/maps/dir//42.98687,-89.3617",-89.3617,42.98687,HighlandSpringFarm@gmail.com,414-659-2676,www.HighlandSpringFarm.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-May,Farm/Producer,Raleigh's Hillside Farm,"901 N Marsh Road
Brodhead, WI 53520","https://www.google.com/maps/dir//42.69179,-89.2691",-89.2691,42.69179,raleighshillsidefarm@gmail.com,608-451-2467,www.raleighshillsidefarm.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Currently beginning conversations with Oregon, Stoughton and New Glarus schools"
AmeriCorps,23-Mar,Farm/Producer,WW Homestead Dairy,"850 Rossville Road
Waukon, IA 52172","https://www.google.com/maps/dir//43.26025,-91.4727",-91.4727,43.26025,homesteaddairy@gmail.com,563-568-4950,www.wwhomesteaddairy.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have worked with Farm to School in Iowa. Currently, providing milk to several schools & colleges in Iowa."
AmeriCorps,23-Mar,Farm/Producer,Iowa Food Hub,"PO Box 195
Decorah, IA 52101","https://www.google.com/maps/dir//43.30099,-91.7871",-91.7871,43.30099,gm@iowafoodhub.com,563-223-8845,iowafoodhub.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We specialize in Farm to School deliveries and work with a wide range of producers in IA, MN and WI."
AmeriCorps,23-Mar,Farm/Producer,Orange Cat Community Farm,"S1280B Cherry Ln. 
Lyndon Station, WI 53944","https://www.google.com/maps/dir//43.59932,-89.9308",-89.9308,43.59932,orangecatcommunityfarm@gmail.com,608-963-4234,orangecatcommunityfarm.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: I currently have only provided small amounts of produce for the Farm to School program in Juneau County."
AmeriCorps,23-Mar,Farm/Producer,Schneider Family Farms Red Angus/Hereford Ranch,"5982 Cream City Road 
Oconto, WI 54153","https://www.google.com/maps/dir//44.88965,-87.9571",-87.9571,44.88965,davidleeschneider@yahoo.com,920-321-6701,Information unavailable,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: americorps member and farmer"
AmeriCorps,23-Apr,Farm/Producer,Apple Blossom Orchard & Market,"N4366 County Road A.
Black Creek, WI, 54106","https://www.google.com/maps/dir//44.3971,-88.4536",-88.4536,44.3971,todd@catalystperformancegroup.com,920-850-8195,www.appleblossom.farm,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: currently serving more than 100 Northeast Wisconsin schools"
AmeriCorps,23-Mar,Farm/Producer,Wonderfarm,"8579 Klevenville Riley Road Mount Horeb, WI 53572","https://www.google.com/maps/dir//43.02845,-89.6532",-89.6532,43.02845,jess@wonder.farm,608-692-5827,wonder.farm,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-May,Farm/Producer,Poor Richard's Farm,"3644 South Tracey Road
Janesville, WI 53545","https://www.google.com/maps/dir//42.62664,-89.0925",-89.0925,42.62664,Poorrichardfarm@gmail.com,608-295-2574,https://poorrichardsfarm.com/,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-May,Farm/Producer,Bull Brook Keep,"765 50th Avenue
Clear Lake, WI 54005","https://www.google.com/maps/dir//45.28397,-92.3194",-92.3194,45.28397,sylvia@bullbrookkeep.com,651-238-8525,www.bullbrookkeep.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: I am on the board of Farm Table Foundation which works with Amery public schools"
AmeriCorps,23-Mar,Farm/Producer,Klondike Cheese Co.,"W7839 State Hwy 81
Monroe, WI 53566","https://www.google.com/maps/dir//42.65415,-89.7489",-89.7489,42.65415,jeremy@klondikecheese.com,608-325-3021,www.klondikecheese.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We procure milk from roughly 65-70 dairy farms, and are new to this Program."
AmeriCorps,23-May,Farm/Producer,Bayfield Apple Company,"87540 County Highway J
Bayfield, WI 54814","https://www.google.com/maps/dir//46.83976,-90.8355",-90.8355,46.83976,bayfieldapplecompany@gmail.com,715-779-5700,bayfieldapple.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have supplied universities and schools with apples for many years."
AmeriCorps,23-Jul,Farm/Producer,Greenfield Farm,"187 County Rd. F., 
Blanchardville, Wi 53516","https://www.google.com/maps/dir//42.82293,-89.8647",-89.8647,42.82293,kris.hoffmaster@gmail.com,608-575-6956,please inquire,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: All meat is raised responsibly on our farm with our family and processed as a state-inspected facility. We practice sustainability and rotationally graze on green grass. Our 5 young kids work with the animals and are very involved in the operation. We are proud to farm and want to be your local farmer!"
AmeriCorps,23-Mar,Farm/Producer,Spring Creeks Cattle Company,"28749 Starlite Lane
Boscobel, WI, 53805","https://www.google.com/maps/dir//43.15115,-90.8329",-90.8329,43.15115,springcreeksbeef@gmail.com,608-732-5334,https://www.springcreekscattle.com/,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have been providing beef to several school districts and have capacity to provide local beef to more schools. We love to share our farming story with students too."
AmeriCorps,23-Mar,Farm/Producer,"Mountain Lane Farm, LLC","27935 Mountain Lane
Wauzeka, WI 53826","https://www.google.com/maps/dir//43.16456,-90.9166",-90.9166,43.16456,contact@mountainlanebeef.com,608-874-4414,www.mountainlanebeef.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We were very involved with Crawford County Farm to School years ago. As that person transitioned on the program waned our involvement did as well. We simply want to educate children on wholesome local food and how its consumption not only benefits them, but so many around them."
AmeriCorps,23-Apr,Farm/Producer,Fox Crossing Farms LLC,"1470 Jacobsen Rd
Neenah, WI 54956","https://www.google.com/maps/dir//44.21469,-88.4968",-88.4968,44.21469,Brett.Heeney@foxcrossingfarms.com,920-602-6893,Www.foxcrossingfarms.com,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: None
AmeriCorps,23-Mar,Farm/Producer,Lovefood Farm,"1679 Pleasant Hill Rd.
Stoughton, WI 53589","https://www.google.com/maps/dir//42.93869,-89.1718",-89.1718,42.93869,farmer@lovefood.farm,608-217-5387,www.lovefoodfarm.com,This farm is interested in: Local Procurement
AmeriCorps,23-Mar,Farm/Producer,Whitefeather Organics LLC,"2239 Sky View Rd,
Custer, WI, 54423","https://www.google.com/maps/dir//44.50757,-89.3587",-89.3587,44.50757,whitefeatherorganics@gmail.com,715-252-2051,https://www.whitefeatherorganics.farm/,"This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: Long history, years"
AmeriCorps,23-Oct,Farm/Producer,Olden Organics Farm,"W11699 Olden Road
Ripon, WI 54971","https://www.google.com/maps/dir//43.85313,-88.7428",-88.7428,43.85313,oldenproduce@yahoo.com,920-379-9004,www.oldenorganics.com,"This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: We currently are working with GBPS, HSSD, Ashwaubenon, and DePere schools through Seasonal Harvest"
AmeriCorps,23-May,Farm/Producer,"Roots Down Community Farm, LLC","4146 E County Highway N
Milton, WI","https://www.google.com/maps/dir//42.82444,-88.9639",-88.9639,42.82444,rootsdownfarm@gmail.com,608-322-0722,www.rootsdowncommunityfarm.com,This farm is interested in: Local Procurement
AmeriCorps,23-Apr,Farm/Producer,Redmond's Apple Basket Orchard,"N 9025 Custer Road
Ripon, WI 54937","https://www.google.com/maps/dir//43.87014,-88.7793",-88.7793,43.87014,redmondsapplebasket@gmail.com,920-239-8917,Information unavailable,This farm is interested in: Local Procurement
AmeriCorps,23-Mar,Farm/Producer,Pheasant Hill Farm LLC,"N4008 Morgan Drive
Waupaca, WI 54981","https://www.google.com/maps/dir//44.38529,-89.2021",-89.2021,44.38529,pheasanthillfarmllc@outlook.com,920-407-2234,www.facebook.com/pheasanthillfarmllc,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: This was our first year working with Waupaca Co Farm to School program
AmeriCorps,23-Apr,Farm/Producer,Flyte Family Farms,"W13450 Cottonville Ave. 
Coloma, WI 54930","https://www.google.com/maps/dir//44.05464,-89.5503",-89.5503,44.05464,flyte@uniontel.net,715-570-2683,www.flytefamilyfarm.com,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: In the past we have worked with Tri-County School District and also the Madison school district through REAP.
AmeriCorps,23-Mar,Farm/Producer,ColdSnap Aquaponics LLC,"6251 State Highway 54 West
Wisconsin Rapids, WI 54495","https://www.google.com/maps/dir//44.36138,-90.0334",-90.0334,44.36138,coldsnapaquaponics@gmail.com,715-421-9000,www.coldsnapaquaponics.com,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: I have 3 school districts that purchase my products.
AmeriCorps,23-May,Farm/Producer,Kettle Moraine Honey,"1232 Tower Hill Pass
Whitewater, WI 53190","https://www.google.com/maps/dir//42.84866,-88.7577",-88.7577,42.84866,ddegrall@gmail.com,262-472-0507,www.kettlemorainehoney.com/,This farm is interested in: Local Procurement
